"title","author","journal","year","source","pages","volume","abstract","document_type","doi","url","affiliation","author_keywords","keywords","publisher","issn","language","note","created_at","updated_at","status"
"Progressive knowledge tracing: Modeling learning process from abstract to concrete","Jianwen Sun and Mengqi Wei and Jintian Feng and Fenghua Yu and Qing Li and Rui Zou","Expert Systems with Applications","2024","ScienceDirect","122280","238","Artificial intelligence has the potential to revolutionize education by providing personalized learning experiences that support the dream of “teaching students according to their aptitude”. Knowledge tracing (KT) is a critical research topic in intelligent education and is a powerful tool for achieving AI-assisted education. Both the learning process and the response result are important for KT. However, existing KT methods rarely employ a stage-based modeling approach to dissect the learning process. We propose Progressive Knowledge Tracing (PKT), which models the learning process in stages. PKT decomposes the learning process into three relatively independent but progressively related stages: concept mastery, question solving, and answering behavior. Inspired by constructivist learning theory and item response theory, PKT incorporates interpretable parameters with educational significance. Compared with existing KT methods, this staged modeling method that integrates educational theory has more reasonable interpretability. Experiments on six real-world datasets demonstrate that PKT outperforms baseline methods. Several experiments show that PKT reasonably models the learning process. For example, it more reasonably estimates the trend of concept mastery over time, analyzes the reasons why learners make mistakes on specific questions, and provides estimates of question difficulty that are closer to reality. We also find the intuitive phenomenon that the difficulty of a question is positively correlated with the number of associated concepts.","","https://doi.org/10.1016/j.eswa.2023.122280","https://www.sciencedirect.com/science/article/pii/S0957417423027823","","","Knowledge tracing, Learning process, Artificial intelligence in education, Learner modeling","","0957-4174","","","45805.948819444","45805.948819444","Rejected"
"The behavioural intentions for integrating artificial intelligence in science teaching among pre-service science teachers in South Africa and Thailand","Lindelani Mnguni and Prasart Nuangchalerm and R. Ahmad {Zaky El Islami} and Doras Sibanda and Indah Juwita Sari and Moleboheng Ramulumo","Computers and Education: Artificial Intelligence","2024","ScienceDirect","100334","7","Developing countries in the Global South exhibit diverse trends in the integration of digital technologies, such as Artificial Intelligence in teaching. Complex context-specific factors, including teacher preparedness, influence these trends. Using the Theory of Planned behavior as a theoretical framework, this study explores the behavioral intentions of pre-service science teachers in South Africa and Thailand towards integrating AI into their teaching to inform teacher training, support, and resource allocation policies. The main research question is: ""What are the behavioral intentions of pre-service science teachers in South Africa and Thailand towards integrating AI into their teaching practices?"" The study followed a non-experimental comparative descriptive survey involving 97 South African and 95 Thai final-year BEd students. Data were collected using a structured online questionnaire and analyzed using several statistical tools to compare the TPB constructs between the two samples. South African and Thai pre-service teachers exhibited favorable attitudes and behavioral intentions toward AI integration in teaching. However, Thai students showed significantly higher control and normative beliefs, indicating greater confidence and perceived social support for AI integration than South African students. The findings suggest that targeted teacher training programs and supportive educational policies are essential for enhancing AI readiness, particularly in resource-constrained settings.","","https://doi.org/10.1016/j.caeai.2024.100334","https://www.sciencedirect.com/science/article/pii/S2666920X24001371","","","Artificial intelligence, Behavioral intentions, Comparative descriptive survey, Pre-service science teachers, Science teaching","","2666-920X","","","45805.948819444","45805.948819444","Rejected"
"Research on the application of knowledge mapping and knowledge structure construction based on adaptive learning model","Xiyin Zeng and Shouqiang Liu","Expert Systems with Applications","2024","ScienceDirect","123400","249","This project has developed a geometry learning software that integrates multiple computer technologies to address the challenges of deep analysis of knowledge points and establishing connections in learning software. The software combines Long Short-Term Memory (LSTM) and Residual Neural Network (ResNet101) to encode text and image features. A self-attention mechanism is used to fuse information from both modalities, enabling decoding of geometric models and classification of corresponding knowledge points.This project uses LSTM and ResNet101 models to extract text and visual features for problem-solving using the Multi Mode Thinking Chain (CoT) method. Classification labels are utilized to generate text responses for problem-solving ideas. Furthermore, a recommendation module is proposed, which combines knowledge tracking and neural collaborative filtering algorithms to capture student behavior and knowledge point vectors. Implicit factors representing students' mastery of different knowledge points are used as inputs in neural collaborative filtering for personalized recommendations. The results demonstrate improvements in accuracy using the ResNet + LSTM multimodal algorithm, achieving a 13 % increase compared to single-modal classification. The multimodal CoT approach also outperforms language models like GPT3.5 and VisualBert by 10 %. Additionally, the combined algorithm of knowledge tracking and neural collaborative filtering shows a 13.3 % higher F1 value compared to ordinary algorithms, confirming the superiority of the adopted method in this project.","","https://doi.org/10.1016/j.eswa.2024.123400","https://www.sciencedirect.com/science/article/pii/S0957417424002653","","","Personalized learing, Pedagogy, Interactive learning environments, Applications","","0957-4174","","","45805.948819444","45805.948819444","Rejected"
"Impact of artificial intelligence adoption on students' academic performance in open and distance learning: A systematic literature review","Muyideen Dele Adewale and Ambrose Azeta and Adebayo Abayomi-Alli and Amina Sambo-Magaji","Heliyon","2024","ScienceDirect","e40025","10","The role of artificial intelligence (AI) in education has been extensively studied, focusing on its ability to enhance learning and teaching processes. However, the precise impact of AI adoption on academic performance in open and distance learning (ODL) remains largely unexplored. This systematic literature review critically evaluates AI's impact on academic performance within ODL environments. Drawing from a curated selection of 64 papers from an initial pool of 700, spanning from 2017 to 2023 and sourced from Scopus, Google Scholar, and Web of Science, this study delves into the multifaceted role of AI in enhancing learning outcomes. The meta-analysis reveals a diverse methodological landscape: machine learning methods, employed in 29.69 % of the studies, stand out for their ability to predict academic achievement, which is matched in prevalence by classical statistical methods. Although less common at 3.13 %, hybrid methods are a burgeoning area of research, while a significant 40.63 % of works prioritise nonempirical methods, focusing on theoretical analysis and literature reviews. This investigation highlights the critical factors driving AI adoption in education and its tangible benefits for student performance. It identifies a crucial literature gap: the absence of a process-based framework designed to forecast AI's educational impacts with greater precision, especially across gender and regional lines. By proposing this framework, this study contributes to the academic discourse on AI in education. It underscores the urgent need for structured methodologies to navigate the challenges and opportunities of AI integration. This framework, aligned with UNESCO's 2030 educational objectives, promises to bridge educational divides, ensuring equitable access to quality education across diverse demographics. The findings advocate for future research to design, refine, and test such a framework, paving the way for more inclusive and effective educational technologies in ODL settings.","","https://doi.org/10.1016/j.heliyon.2024.e40025","https://www.sciencedirect.com/science/article/pii/S2405844024160562","","","Academic performance, AI in education, Artificial intelligence, Open and distance learning, Gender and geographical differences","","2405-8440","","","45805.948819444","45805.948819444","Rejected"
"Future research recommendations for transforming higher education with generative AI","Thomas K.F. Chiu","Computers and Education: Artificial Intelligence","2024","ScienceDirect","100197","6","Higher education is crucial for producing ethical citizens and professionals globally. The introduction of generative AI (GenAI), such as ChatGPT, has posed opportunities and challenges to the traditional model of education. However, the current conversations primarily focus on policy development and assessment, with limited research on the future of higher education. GenAI's impact on learning outcomes, pedagogy, and assessment is crucial for reforming and advancing the workforce. This qualitative study aims to investigate student perspectives on GenAI's impact on higher education. The study uses an initial conceptual framework driven by a systematic literature review to investigate the opportunities and challenges of AI in education. This framework serves as an initial data collection and analysis framework. A sample of 51 students from three research-intensive universities was selected for this study. Thematic analysis identified three themes and 10 subthemes. The findings suggest that future higher education should be transformed to train students to be future-ready for employment in a society powered by GenAI. They suggest new learning outcomes—skills in learning and teaching with GenAI, AI literacy—and emphasize the significance of interdisciplinarity and maker learning, with assessment focusing on in-class and hands-on activities. They recommend six future research directions – competence for future workforce and its self-assessment measures, AI literacy or competency measures, new literacies and their relationships, interdisciplinary teaching, Innovative pedagogies and their evaluation, new assessment and its acceptance.","","https://doi.org/10.1016/j.caeai.2023.100197","https://www.sciencedirect.com/science/article/pii/S2666920X23000760","","","Generative artificial intelligence, ChatGPT, Learning outcomes, AI literacy, Assessment","","2666-920X","","","45805.948819444","45805.948819444","Rejected"
"Predict student learning styles and suitable assessment methods using click stream","Ahmed {Rashad Sayed} and Mohamed {Helmy Khafagy} and Mostafa Ali and Marwa {Hussien Mohamed}","Egyptian Informatics Journal","2024","ScienceDirect","100469","26","Adaptive learning, which aims to give each learner engaging, effective learning experiences, is one method of offering modified education. Adaptive learning seeks to consider the student's unique characteristics by personalizing the learning course materials and evaluation procedures. To determine the student's preferred learning strategies, we first ascertain their attributes utilizing VAK learning styles. In this study, we developed an integrated model to classify learners based on their learning activity clicks by combining machine learning algorithms like K-Nearest Neighbor (KNN), random forest (RF), and support vector machine (SVM) and Logistic regression (LR) with semantic association, which is used to help us map learning activity with VAK learning style. This enables us to classify learners, determine their preferred methods of learning, and offer the most suitable; as a result, we were able to group pupils according to their learning styles and provide the best evaluation technique or strategies. To assess the effectiveness of the suggested model, several tests were executed on the actual dataset (Open University Learning Analytics Dataset, or OULAD). According to studies, using a Random Forest algorithm, the suggested model can predict which evaluation strategy or strategies will be most effective for each student and can classify individuals with the highest degree of accuracy—98%.","","https://doi.org/10.1016/j.eij.2024.100469","https://www.sciencedirect.com/science/article/pii/S111086652400032X","","","Adaptive learning, Machine learning, Classification, Learning styles","","1110-8665","","","45805.948819444","45805.948819444","Rejected"
"AI-Driven Learning Management Systems: Modern Developments, Challenges and Future Trends during the Age of ChatGPT","Sameer Qazi and Muhammad Bilal Kadri and Muhammad Naveed and Bilal A. Khawaja and Sohaib Zia Khan and Muhammad Mansoor Alam and Mazliham Mohd Su’ud","Computers, Materials and Continua","2024","ScienceDirect","3289-3314","80","COVID-19 pandemic restrictions limited all social activities to curtail the spread of the virus. The foremost and most prime sector among those affected were schools, colleges, and universities. The education system of entire nations had shifted to online education during this time. Many shortcomings of Learning Management Systems (LMSs) were detected to support education in an online mode that spawned the research in Artificial Intelligence (AI) based tools that are being developed by the research community to improve the effectiveness of LMSs. This paper presents a detailed survey of the different enhancements to LMSs, which are led by key advances in the area of AI to enhance the real-time and non-real-time user experience. The AI-based enhancements proposed to the LMSs start from the Application layer and Presentation layer in the form of flipped classroom models for the efficient learning environment and appropriately designed UI/UX for efficient utilization of LMS utilities and resources, including AI-based chatbots. Session layer enhancements are also required, such as AI-based online proctoring and user authentication using Biometrics. These extend to the Transport layer to support real-time and rate adaptive encrypted video transmission for user security/privacy and satisfactory working of AI-algorithms. It also needs the support of the Networking layer for IP-based geolocation features, the Virtual Private Network (VPN) feature, and the support of Software-Defined Networks (SDN) for optimum Quality of Service (QoS). Finally, in addition to these, non-real-time user experience is enhanced by other AI-based enhancements such as Plagiarism detection algorithms and Data Analytics.","","https://doi.org/10.32604/cmc.2024.048893","https://www.sciencedirect.com/science/article/pii/S1546221824005678","","","Learning management systems, chatbots, ChatGPT, online education, Internet of Things (IoT), artificial intelligence (AI), convolutional neural networks, natural language processing","","1546-2218","","","45805.948819444","45805.948819444","Rejected"
"Enhancing online education recommendations through clustering-driven deep learning","Jayaprakash Chinnadurai and A. Karthik and Janjhyam {Venkata Naga Ramesh} and Sudipta Banerjee and P.V. Rajlakshmi and Katakam {Venkateswara Rao} and D. Sudarvizhi and A. Rajaram","Biomedical Signal Processing and Control","2024","ScienceDirect","106669","97","The rapid growth of online education platforms has necessitated the development of sophisticated recommendation systems to help learners navigate the vast array of available courses. Traditional recommendation techniques such as collaborative filtering, content-based filtering, and matrix factorization, while useful, face significant challenges including data sparsity, cold start problems, and the need for extensive feature extraction. This research proposes a novel clustering-driven deep learning model designed to address these limitations and enhance the accuracy and personalization of course recommendations. By integrating clustering techniques with Bidirectional Long Short-Term Memory (BiLSTM) networks and Multi-Layer Perceptrons (MLP), the model effectively groups similar courses and users, mitigating data sparsity and cold start issues. The use of BiLSTM enhances feature extraction from course descriptions, leading to more precise content-based recommendations. The model’s combined approach ensures both content-based and collaborative filtering aspects are considered, resulting in highly personalized suggestions. Evaluation results demonstrate that the proposed model significantly improves recommendation 96 % of accuracy and scalability compared to existing methods. This study’s contributions offer a robust framework for advancing recommendation systems in online education, ultimately enhancing user engagement and satisfaction.","","https://doi.org/10.1016/j.bspc.2024.106669","https://www.sciencedirect.com/science/article/pii/S1746809424007274","","","Online education, Recommendation system, Clustering, Deep learning, BiLSTM, MLP, Personalized learning","","1746-8094","","","45805.948819444","45805.948819444","Rejected"
"Examining the Reliability of ChatGPT as an Assessment Tool Compared to Human Evaluators","Petra Poláková and Petra Ivenz and Blanka Klímová","Procedia Computer Science","2024","ScienceDirect","2332-2341","246","With the increasing development of artificial intelligence (AI), educators are exploring various AI-driven tools to enhance language teaching and learning processes. This study investigates the reliability of ChatGPT as an AI-powered assessment tool in the context of foreign language (FL) education. Using a mixed-methods approach, the research examines ChatGPT’s evaluative abilities compared to human evaluators, focusing on its assessment of students’ writing skills. The study employed a total of two research samples: one comprising eight students and another consisting of eight teachers of English language at the university where the research took place. The findings reveal that while ChatGPT demonstrates potential in providing feedback, its limitations, particularly in accurate assessment of grammatical nuances, emphasize the need for supplementation with human evaluation. The method section provides detailed information on the data collection process, including the procedures followed for evaluating student summaries and conducting interviews with teachers. The study highlights the importance of acknowledging AI’s limitations and adopting a complementary approach to its integration in language education.","","https://doi.org/10.1016/j.procs.2024.09.543","https://www.sciencedirect.com/science/article/pii/S1877050924025882","","","ChatGPT, assessment tool, comparative study, artificial intelligence, foreign language learning","","1877-0509","","28th International Conference on Knowledge Based and Intelligent information and Engineering Systems (KES 2024)","45805.948819444","45805.948819444","Rejected"
"Artificial intelligence in dance education: Using immersive technologies for teaching dance skills","Zheng Wang","Technology in Society","2024","ScienceDirect","102579","77","Artificial intelligence (AI) has led to a shift in modern dance education. Immersive technologies have become increasingly common worldwide, helping educators to improve the quality of dance pedagogy and increase the effectiveness of dance training. The article investigates the ways of using immersive technologies powered by artificial intelligence in dance education. The research explores the theoretical literature on dance education and the use of artificial intelligence in dance education and dance choreography. The scholars examine the impact of innovative technology solutions used in dance pedagogical practice on the development of dance skills in students. The study also discusses the functionality of interactive and multimedia dance teaching systems, including AI-powered virtual mentoring and cognitive simulations of human mind operations. The research analysed the use of virtual reality (VR), augmented reality (AR), and mixed reality (MR) in dance education. This research also focuses on mobile applications used for teaching modern dance. The proposed framework for dance education is based on digital technologies, which help to develop dance skills and improve teaching practices. The scholars conclude that the development and improvement of dance skills are possible only if a teacher combines virtual and real environments in everyday practices. The findings can be used by dance teachers, professional dancers, software developers, and researchers who examine the innovative practices and the application of artificial intelligence in dance education. The ecosystem model reframes thinking about approaches to dance education and can serve as the basis for further development of dance courses and dance style teaching modes.","","https://doi.org/10.1016/j.techsoc.2024.102579","https://www.sciencedirect.com/science/article/pii/S0160791X24001271","","","Artificial intelligence, Dance education, Dance mobile applications, Educational ecosystem, Immersive technologies, Intelligent action recognition system, Interactive dance training, Virtual, Augmented and mixed reality, Virtual mentoring","","0160-791X","","","45805.948819444","45805.948819444","Rejected"
"Considerations for adapting higher education technology courses for AI large language models: A critical review of the impact of ChatGPT","Omar Tayan and Ali Hassan and Khaled Khankan and Sanaa Askool","Machine Learning with Applications","2024","ScienceDirect","100513","15","Following the very recent launch of the ChatGPT chatbot, numerous comments and speculations were posted concerning the potential aspects of society that are expected to benefit from this AI revolution. In particular, the education sector is considered as one of the primary domains affected by this application, the impact of which remains yet to be fully understood. Furthermore, many Higher Education institutions are required to get to terms with its impact on teaching and learning, and to clarify their stances on the use of ChatGPT software. This study was developed to investigate some critical case studies considered as relevant to the inevitable re-evaluation of educational aspects needed, ranging from academic missions to student and course learning outcomes and its ethical uses. Following a review of some of the pros and cons of ChatGPT in the higher educational sector, this paper shall demonstrate several case studies of early trials in teaching and learning assessments related to various specializations. Next, the ability of some well-known AI detector software and analyzed in terms of their capacity to successfully detect AI-generated content. Analysis shall be made of the foreseen impact on important aspects including challenges and benefits related to its use in course assessments as well as academic integrity and ethical use. The study concludes with a set of recommendations made from our findings and benchmarks obtained from top universities in order to assist faculty members and decision makers at Higher Education institutions concerning their response strategy and use of ChatGPT.","","https://doi.org/10.1016/j.mlwa.2023.100513","https://www.sciencedirect.com/science/article/pii/S266682702300066X","","","Artificial intelligence, ChatGPT, Higher education, Machine learning","","2666-8270","","","45805.948819444","45805.948819444","Rejected"
"A novel ethical analysis of educational XR and AI in literature","Bahar Memarian and Tenzin Doleck","Computers & Education: X Reality","2024","ScienceDirect","100052","4","This review paper aims to search the landscape of Extended Reality or XReality technology in light of Artificial Intelligence or AI. Through an examination of the Web of Science or WoS, a total of 29 studies were selected for review. We extracted information on the XReality with AI trends in the studies and further classified the pedagogical impact of the studies using the E3XReality framework suggesting that XReality technology may fall into three levels (three Es for XR hence E3XR): 1) Ethics (making sure we do and receive no harm in learning), 2) Educational effectiveness (making sure learning is effective to our goals and outcomes), and 3) Eudaimonia (making sure learning is both effective and ethical). Using open and axial coding, we find that a survey of perceptions or review of the literature was most often made, followed by the study of technical and pedagogical interventions. VR followed by MR was noted the most in the reviewed studies and surprisingly no mention of AR in the silo was made. The use of AI with XReality was mostly done to provide actionable insight, followed by insight and control. The analysis of studies against the conceptual framework E3XReality suggested that current work is largely at the education state and more work is needed to transition to a more sophisticated state of Eudaimonia. Further, several challenges were obtained from the 29 reviewed studies. The contribution of this paper is to offer an extensive synthesis of challenges as well as future recommendations for using XReality with AI in education.","","https://doi.org/10.1016/j.cexr.2024.100052","https://www.sciencedirect.com/science/article/pii/S2949678024000023","","","Extended reality, XR, Artificial intelligence, AI, Education","","2949-6780","","","45805.948819444","45805.948819444","Rejected"
"E-Learning","Rickard Enstroem and Bhawna Bhawna","","2024","ScienceDirect","","","E-learning leverages digital technologies and learning platforms to deliver educational content that is flexible, scalable, accessible, and interactive. In higher education, it supports several delivery modalities, including online, hybrid, and face-to-face formats. This chapter examines the theoretical principles underpinning e-learning, its foundational design components, and its role in supporting learner engagement and personalization. It highlights persistent challenges like digital equity and academic integrity and explores emerging trends, including artificial intelligence and immersive technologies. The chapter addresses these themes and provides insights into how e-learning reshapes higher education to meet evolving pedagogical needs.","","https://doi.org/10.1016/B978-0-443-13701-3.00564-8","https://www.sciencedirect.com/science/article/pii/B9780443137013005648","","","Blended learning, Digital learning, Distance learning, Educational technology, E-learning, Instructional design, Interactive learning, Learning analytics, Learning management systems, Mobile learning, Online education, Student engagement, Virtual classrooms","Elsevier","","","","45805.948819444","45805.948819444","Rejected"
"Leveraging AI-powered mobile learning: A pedagogically informed framework","Sofia Moya and Mar Camacho","Computers and Education: Artificial Intelligence","2024","ScienceDirect","100276","7","The convergence of Artificial Intelligence (AI) and mobile learning (mLearning) has revolutionized digital education, heralding a transformative paradigm shift in learning methodologies. AI-powered mLearning holds promise but requires deep understanding of pedagogical principles. Concerns over smartphone overuse have heightened discussions about mLearning integration. In this context, with the rising penetration of AI in various educational settings, it is crucial that research delves into the pedagogically sound integration of AI into mLearning environments. A systematic literature review of forty-two articles has yielded a framework summarizing mLearning attributes, functionalities, and their impact on transversal learning principles highlighting the profound impact of AI.","","https://doi.org/10.1016/j.caeai.2024.100276","https://www.sciencedirect.com/science/article/pii/S2666920X24000791","","","Mobile learning, Pedagogical issues, Artificial intelligence","","2666-920X","","","45805.948819444","45805.948819444","Rejected"
"Integrating Digital Tools in Engineering Education: Social Impact of Technological Integration","Ines Bula Bunjaku and Shejnaze Gagica and Mary Doyle Kent","IFAC-PapersOnLine","2024","ScienceDirect","118-122","58","The advancement of educational technology holds significant promise in accelerating, enriching, and cultivating students’ skill sets, fostering motivation, and fostering active engagement in learning processes. This integration serves to bridge the gap between theoretical knowledge and practical application, thereby fostering the cultivation of a skilled and adaptable workforce poised for future economic demands. Moreover, this technological integration has a profound social impact, as it promotes inclusivity, access to education, and collaboration among students and educators. This research endeavors to conduct a comprehensive analysis and delineation of emerging trends within educational technology, subsequently offering insightful recommendations concerning efficacious tools geared towards augmenting learning outcomes through technological integration. Paramount among these trends is the incorporation of artificial intelligence, machine learning, augmented reality, virtual reality platforms, gamification strategies, STEAM pedagogical approaches, as well as the utilization of social media platforms within educational frameworks. Additionally, this discourse underscores the importance of integrating blockchain technology and enhancing cybersecurity measures within the educational domain. It is imperative for educators to remain abreast of evolving trends and technological tools within the educational landscape to facilitate the provision of optimal learning environments, thus equipping students with the requisite tools and opportunities for knowledge acquisition and practical application.","","https://doi.org/10.1016/j.ifacol.2024.07.136","https://www.sciencedirect.com/science/article/pii/S2405896324002192","","","Educational technology, Artificial intelligence, Machine learning, Augmented Reality, Virtual reality, Gamification, STEAM teaching methods, Blockchain, Cybersecurity, Social Impact of Technological Integration","","2405-8963","","22nd IFAC Conference on Technology, Culture and International Stability TECIS 2024","45805.948819444","45805.948819444","Rejected"
"The effectiveness of empathic chatbot feedback for developing computer competencies, motivation, self-regulation, and metacognitive reasoning in online higher education","Elvis Ortega-Ochoa and José {Quiroga Pérez} and Marta Arguedas and Thanasis Daradoumis and Joan Manuel {Marquès Puig}","Internet of Things","2024","ScienceDirect","101101","25","At the forefront of Artificial Intelligence of Things, this paper delves into empathic agents to revolutionize computer competencies acquisition and catalyze motivational, regulatory, and metacognitive dynamics in online higher education. Previous research on student processing of empathic feedback has been limited, often neglecting learning performance and its impact on students’ motivation, self-regulation, and metacognitive reasoning. The objective was to analyze the effectiveness of empathic feedback, cognitive and affective, on these four issues in online learning. A quasi-experimental design was used, in which a conversational agent, DSLab-Bot, was integrated into the syllabus and Information Technology infrastructure. Students from an online university's Distributed Systems course participated (N= 196), selected through one-stage cluster probability sampling. They were divided into experimental and control groups receiving feedback from DSLab-Bot and the teacher, respectively. Results showed no significant differences between the groups in learning performance, motivation, or self-regulation, except in one item of motivation (self-efficacy) and self-regulation. There were strong correlations between thirteen cognitive (1–4, 6, 7, 9–15) and seven affective (1, 4–9) chatbot feedback types with conceptual change (MRCC) and personal growth and understanding (MRPGU). There were high weights of similar chatbot feedback types indicating a pronounced influence of these on metacognitive reasoning components, even self-reflection (MRSR). In conclusion, empathic chatbot feedback is as effective as human teacher feedback in facilitating learning, motivation, and self-regulation. Moreover, specific empathic feedback types are crucial in fostering MRCC, MRPGU, and MRSR strongly. Practitioners should consider these specific types of empathic feedback for future empathic agent configurations.","","https://doi.org/10.1016/j.iot.2024.101101","https://www.sciencedirect.com/science/article/pii/S254266052400043X","","","Artificial Intelligence of Things, Cognitive feedback, Affective feedback, Competency based teaching, Motivation, Self-regulation, Metacognitive reasoning","","2542-6605","","","45805.948819444","45805.948819444","Rejected"
"Evolving paradigms in accounting education: A bibliometric study on the impact of information technology","Sofik Handoyo","The International Journal of Management Education","2024","ScienceDirect","100998","22","This bibliometric study provides an in-depth analysis of the changes in accounting education in response to rapid technological advancements. The study covers literature published between 1991 and 2023. It uses various analytical approaches, including word analysis, network analysis, and factorial analysis, to identify emerging trends, focal points, and shifts in educational paradigms within the field of accounting. The study shows that there is a significant emphasis on integrating higher education with emerging technologies and highlights the critical need for advanced educational strategies. Key terms such as 'artificial intelligence,' 'accounting information systems', 'big data,' and 'ICT' indicate the growing necessity of equipping accounting professionals with AI and data analytics skills. The prominence of 'online learning,' 'e-learning,' and 'blockchain' suggests a shift towards digital and decentralized learning environments, which has been influenced greatly by the COVID-19 pandemic. The study also identifies the interconnected nature of psychological aspects like 'depression' with pedagogical domains, emphasizing the importance of mental well-being in accounting education. It also highlights core areas like 'accounting,' 'education,' and 'technology' as foundational and driving forces in the field, with a particular focus on AI, data analytics, and online learning modalities. The analysis further delineates the shift from traditional educational paradigms to a technology-oriented approach. It exposes a dichotomy between practical and theoretical aspects of accounting education, highlighting the balance between tech-savvy skills and foundational knowledge.","","https://doi.org/10.1016/j.ijme.2024.100998","https://www.sciencedirect.com/science/article/pii/S1472811724000697","","","Accounting education, Bibliometric, Information technology, Big data, Artificial intelligence, Blockchain","","1472-8117","","","45805.948819444","45805.948819444","Rejected"
"Thematic evolution of smart learning environments, insights and directions from a 20-year research milestones: A bibliometric analysis","Della Maulidiya and Budi Nugroho and Harry B. Santoso and Zainal A. Hasibuan","Heliyon","2024","ScienceDirect","e26191","10","Smart learning environments (SLEs) have been developed to create an effective learning environment gradually and sustainably by applying technology. Given the growing dependence on technology daily, SLE will inevitably be incorporated into the teaching and learning process. Without transforming technology-enhanced learning environments into SLE, they are restricted to adding sophistication and lack pedagogical benefits, leading to wasteful educational investments. SLE research has grown over time, particularly during the COVID-19 pandemic in 2020–2021, which fundamentally altered the “landscape” of technology use in education. This study aims to discover how the stages of SLE transform from time to time by applying two bibliometric analysis approaches: publication performance analysis and science mapping. The dataset was created by extracting bibliometric data from Scopus, including 427 articles, 162 publication sources (journals and proceeding), and 1080 authors from 2002 to 2022. Three kinds of SLE research subjects were identified by keyword synthesis: SLE features, technological innovation, and adaptive learning systems. Adaptive learning and personalized learning are consistently used interchangeably to demonstrate the significance of supporting the diversity of student and teacher conditions. Learning analytics, essential to employing big data technology for educational data mining, is a new theme being considered increasingly in the future to achieve adaptive and personalized learning. The 20-year SLE research milestone, broken down into five stages with various focuses on goals and served as the foundation for creating a maturity model of SLE.","","https://doi.org/10.1016/j.heliyon.2024.e26191","https://www.sciencedirect.com/science/article/pii/S2405844024022229","","","Adaptive learning, Bibliometric analysis, Personalized learning, Smart learning environments, Thematic evolution","","2405-8440","","","45805.948819444","45805.948819444","Rejected"
"Emerging technologies in higher education assessment and feedback practices: A systematic literature review","Ruchi Sembey and Rashina Hoda and John Grundy","Journal of Systems and Software","2024","ScienceDirect","111988","211","The use of Emerging Technologies, such as Artificial Intelligence (AI), Learning Analytics (LA) and Extended Reality (XR) applications, in higher education has proliferated in recent times, as these technologies are considered to have a significant impact on the future of postsecondary teaching and learning. We wanted to find out the emerging technologies used in computing education, its evaluation and effectiveness, and limitations and gaps for future research. We carried out a Systematic Literature Review study on the use of Emerging Technologies in higher education computing education to identify the state of the art in the use of these three groups of technologies for assessment and feedback practices. After systematic search and filtering from a search pool of 3038 studies published between 2016 and 2021, we selected 38 articles for detailed meta-analysis. Our findings reveal that 71% of the reviewed studies are journal articles, 50% studies focus on learning analytics, and the majority of the studies employ quantitative approaches. The results from this systematic review suggest that XR technologies have received least attention to date in computing education (amongst the emerging technologies considered for the review) and there is a lack of frameworks for design, evaluation and use of emerging technologies in higher education. The findings of this review will be beneficial for researchers and educators to obtain an in-depth understanding of the main areas of application of emerging technologies in higher education computing education, an inventory of emerging technology tools used for assessment and feedback, effectiveness indicators, and evaluation approaches that have been used. For evidence-based guidance on future assessment and feedback practices using emerging technologies, we also present a brief research agenda, drawing attention to the need to trial more XR, focus on formative assessment and feedback practices, better understand impact of human-centric issues and take more thoughtful consideration of ethics in the use of emerging technologies in computing education.","","https://doi.org/10.1016/j.jss.2024.111988","https://www.sciencedirect.com/science/article/pii/S0164121224000311","","","Emerging technologies, Artificial intelligence, Learning analytics, Extended reality, Assessment, Feedback, Systematic literature review","","0164-1212","","","45805.948819444","45805.948819444","Rejected"
"A scoping review of reinforcement learning in education","Bahar Memarian and Tenzin Doleck","Computers and Education Open","2024","ScienceDirect","100175","6","The use of Artificial Intelligence (AI) and Machine Learning algorithms is surging in education. One of these methods, called Reinforcement Learning (RL) may be considered more general and less rigid by changing its learning through interactions with the environment and specifically the inputs received as rewards and punishments. Given that education has shifted towards a constructivist approach and uses technology such as algorithms in its making (e.g., instructional design, delivery, assessment, and feedback), we are interested in taking stock of the effect RL may play in today's teaching and learning. We conduct a scoping review of the literature on RL in education. This work aims to open discussions on the pedagogical paradigm of RL and various types of bias introduced in teaching and learning.","","https://doi.org/10.1016/j.caeo.2024.100175","https://www.sciencedirect.com/science/article/pii/S2666557324000168","","","Reinforcement learning, Education, Artificial intelligence, Machine learning","","2666-5573","","","45805.948819444","45805.948819444","Rejected"
